id,name,ccn3,latitude,longitude
367,CHALGROVE (ST MARY) CHURCHYARD,826,51.66423403787958,-1.080085189834989
368,POOLE (BRANKSOME) CEMETERY,826,50.73670057745969,-1.939456852317477
369,TADCASTER CEMETERY,826,53.88020489594896,-1.273446051192093
370,TEIGNMOUTH CEMETERY,826,50.55739802954421,-3.50414580231363
371,CHINGFORD MOUNT CEMETERY,826,51.62173713433479,-0.01354795275014453
372,MIDDLEKERKE COMMUNAL CEMETERY,56,51.18614840784127,2.82785503593189
373,ROCHESTER (ST MARGARET'S) CEMETERY,826,51.37701609799741,0.5029993293087784
374,MARCK CHURCHYARD,250,50.98404965149347,1.970440196686227
375,CATTERICK MILITARY CEMETERY,826,54.38031,-1.7139
376,NORTHWICH CEMETERY,826,52.62952,2.26799
377,"ROTHWELL CEMETERY, NORTHAMPTONSHIRE",826,52.41568595024709,-0.7986436088140259
378,EASTER COMPTON METHODIST CHAPELYARD,826,51.53984923820551,-2.618462311301897
379,PIETA MILITARY CEMETERY,470,35.89142834049343,14.50230057432278
380,PETERSFIELD CEMETERY,826,51.01081528392323,-0.932486384971
381,NEWPORT (CHRISTCHURCH) CEMETERY,826,51.59645789484195,-2.949864192098231
382,COLOGNE SOUTHERN CEMETERY,276,50.89840344688819,6.939561005273873
383,"CITY OF WESTMINSTER CEMETERY, HANWELL",826,51.50771317659616,-0.3309266726214304
384,CHITTAGONG WAR CEMETERY,50,22.35724247475631,91.8288195621825
385,DEWSBURY MOOR (ST JOHN) CHURCHYARD,826,53.68581302930581,-1.651087421032287
386,DUMFRIES (ST MICHAEL'S) CEMETERY,826,55.07025015709279,-3.614452504125368
387,GREAT DUNMOW (ST MARY) CHURCHYARD,826,51.88252879051124,0.3661392414793028
388,STREATHAM PARK CEMETERY,826,51.40802942481916,-0.1438892937907212
389,AHOGHILL (ST COLMANNELL) CHURCH OF IRELAND CHURCHYARD,826,54.84784,-6.36789
390,ELM CEMETERY,826,52.63601094753948,0.1692833848931343
391,BERGEN-OP-ZOOM WAR CEMETERY,528,51.50209,4.33289
392,FAUBOURG D'AMIENS CEMETERY ARRAS,250,50.28728169031407,2.759685954179091
393,ISMALIA WAR MEMORIAL CEMETERY,818,30.59650530033483,32.26290577666731
394,CITE BONJEAN MILITARY CEMETERY ARMENTIERES,250,50.67932845106998,2.847063952008512
395,READING CEMETERY,826,51.45294122563884,-0.9443798948270512
396,STOKENCHURCH (SS ST PETER AND PAUL) CHURCH CEMETERY,826,51.66132907715811,-0.9014702472678489
397,WHITCHURCH (ST MARCELLA) CHURCHYARD,826,53.18730537408304,-3.41494289985161
398,COUPAR ANGUS PARISH CHURCHYARD PERTHSHIRE,826,56.545574,-3.267663999999968
399,KING'S CROSS METHODIST CHAPELYARD,826,53.71304091697834,-1.883143482895406
400,ASTWOOD (ST PETER) CHURCHYARD,826,52.11685,-0.61319
401,MASSICAULT WAR CEMETERY,788,36.71526878596386,9.878531553011442
402,KING'S LYNN CEMETERY,826,52.74424192147246,0.4062131217662816
403,SHAFTESBURY BOROUGH CEMETERY,826,51.00472484306902,-2.183145630663788
404,EASTWOOD (ST LAWRENCE AND ALL SAINTS) CHURCHYARD,826,51.56780856881421,0.6847923137228946
405,HEMEL HEMPSTEAD (HEATH LANE) CEMETERY,826,51.75110435572294,-0.4791485355502001
406,HERSTMONCEUX (ALL SAINTS) CHURCHYARD,826,50.88545386128788,0.3277467360226609
407,LEIGH CEMETERY,826,53.49369860048198,-2.482315603268769
408,LYTHAM (ST CUTHBERT) CHURCHYARD,826,53.7371,-2.97635
409, ST ALBANS (HATFIELD ROAD) CEMETERY,826,51.75233,-0.31928
410,ESQUELBECQ MILITARY CEMETERY,250,50.88706,2.4161
411,ALSAGER (CHRIST CHURCH) CHURCHYARD,826,53.09789,-2.31702
412,SURBITON CEMETERY,826,51.40106,0.28736
414,SWINDON (WHITWORTH ROAD) CEMETERY,826,51.58501172851393,-1.786751983859134
415,ROCQUIGNY-EQUANCOURT ROAD BRITISH CEMETERY,250,50.04412,2.9906
846,"WAYNES KEEP CEMETERY, NICOSIA",196,35.17405,33.31447
417,BELLACOURT MILITARY CEMETERY,250,50.23161,2.67436
418,MOUSCRON (MOESKROEN) COMMUNAL CEMETERY,56,50.75024,3.2076
419,BOVES WEST COMMUNAL CEMETERY EXTENSION,250,49.84537,2.37962
420,"MADRAS (ST. MARY'S) CEMETERY, CHENNAI",356,13.0766770436517,80.2749657270995
421,ASCOT (ALL SAINTS) CHURCHYARD EXTENSION,826,51.41458,0.70593
422,ETAPLES MILITARY CEMETERY,250,50.53497,1.62468
423,HALLE COMMUNAL CEMETERY,56,50.74497,4.22904
424,CROUY BRITISH CEMETERY,250,49.96296534919468,2.085214124452378
425,GRANGEGORMAN MILITARY CEMETERY,372,53.36039822465317,-6.305936594349049
426,BULFORD CHURCH CEMETERY,826,51.1936711174738,-1.763144949211949
427,STORRIDGE (ST JOHN) CHURCHYARD,826,52.13518039892331,-2.368692583893846
428,TYNE COT MEMORIAL ZONNEBEKE,56,50.86487437578334,2.933804185607059
429,MIKRA BRITISH CEMETERY KALAMARIA,300,40.57877071116949,22.96449558982379
430,WESTBY MILLS (ST ANNE) ROMAN CATHOLIC CHURCHYARD,826,53.78842880004777,-2.924875649591817
431,UK MEMORIAL,826,51.29897466467016,-0.6286582718336149
432,SOFIA WAR CEMETERY,100,42.71668199430918,23.33389718022502
433,GWALIA CEMETERY,56,50.87619176416091,2.764246652253902
434,YPRES RESERVOIR CEMETERY,56,50.85330219472925,2.877376569467117
435,COVE (ST JOHN) CHURCHYARD,826,51.29747603219813,-0.7823759992124196
436,HESDIN COMMUNAL CEMETERY,250,50.36151164297295,2.040683866607196
438,PLAISTOW CEMETERY,826,51.52707648061789,0.0144854236281855
439,ROYTON CEMETERY,826,53.57175002731826,-2.131546321100458
441,DAR ES SALAAM WAR CEMETERY,834,-6.802716518800077,39.28460733985791
442,GOLDERS GREEN CREMATORIUM,826,51.57703100982874,-0.1937202854616089
443,PEMBROKE DOCK MILITARY CEMETERY,826,51.69681704985754,-4.933461834081172
444,LES BARAQUES MILITARY CEMETERY SANGATTE,250,50.95993623468974,1.823483514515729
445,STEBBING CONGREGATIONAL CHAPELYARD,826,51.89098072891657,0.4105140110526895
446,KIRECHKOI-HORTAKOI MILITARY CEMETERY,300,40.62531359944232,23.05012513254739
447,WHERWELL (ST PETER AND HOLYCROSS) CHURCHYARD,826,51.16528958056604,-1.44147021890649
448,HOLBEACH CEMETERY,826,52.80545980778552,0.01819220309141977
450,EASTHAMPSTEAD (SS MICHAEL AND MARY) CHURCHYARD,826,51.40138108292733,-0.7602479804283036
451,ST PIERRE CEMETERY AMIENS,250,49.90230061311034,2.309714879249563
452,ARQUATA SCRIVIA COMMUNAL CEMETERY EXTENSION,380,44.6955,8.876
453,"RICHMOND CEMETERY, SURREY",826,51.45709292896046,-0.287559238102848
454,MONTECCHIO PRECALCINO COMMUNAL CEMETERY EXTENSION,380,45.66664305196687,11.55775454973353
456,ERDINGTON GREEK ORTHODOX CHURCHYARD,826,52.52301306428775,-1.83837972003434
457,BELGRADE CEMETERY NAMUR,56,50.47258,4.833375
458,HARINGHE (BANDAGHEM) MILITARY CEMETERY,56,50.91697206917029,2.625369833823214
459,LIGNY-ST FLOCHEL BRITISH CEMETERY,250,50.34248919044754,2.442276790659321
460,FORT PITT MILITARY CEMETERY,826,51.37024044024852,0.523423227126969
461,SHOEBURYNESS (OR SOUTH SHOEBURY) (ST ANN'S) CEMETERY YARD,826,51.52686910016502,0.7800552891459955
462,SALISBURY (LONDON ROAD) CEMETERY,826,51.08023835976356,-1.783621396818774
463,MAZARAGUES WAR CEMETERY MARSEILLES,250,43.24763115119935,5.405773890261472
464,LIJSSENTHOEK MILITARY CEMETERY,56,50.82839,2.7016
466,BASRA MEMORIAL BURIED AT SEA,368,30.5403257938714,47.81048749616242
467,FALMOUTH CEMETERY,826,50.14612033009178,-5.07760660750111
469,CHESTER (OVERLEIGH) CEMETERY,826,53.1822444058275,-2.894688004024594
470,LIGNY-SUR-CANCHE BRITISH CEMETERY,250,50.29445108824123,2.266658570595993
471,BRINKLOW CEMETERY,826,52.41619128276632,-1.355336509683
472,AIRE COMMUNAL CEMETERY,250,50.64883,2.39416
473,AWOINGT BRITISH CEMETERY,250,50.15921,3.28505
474,BARD COTTAGE CEMETERY BOEZINGE,56,50.87652,2.86903
476,STAGLIENO CEMETERY GENOA,380,44.41991167652742,8.950943784681826
477,MENDINGHEM MILITARY CEMETERY,56,50.89762000000003,2.644057000000029
478,BOISGUILLAUME COMMUNAL CEMETERY,250,49.4691196415472,1.110910315049352
479,HELLES MEMORIAL,792,40.050562531508,26.16959309085418
480,WOULDHAM (ALL SAINTS) CHURCHYARD,826,51.35301759828559,0.458068768196938
482,ST SEVER CEMETERY EXTENSION,250,49.41035,1.06688
483,SHIPLEY (NAB WOOD) CEMETERY,826,53.83733482912557,-1.808330779443723
484,RADCLIFFE CEMETERY,826,53.57155610869926,-2.329410064719256
485,DEPTFORD (BROCKLEY) CEMETERY,826,51.45722492442082,-0.03313605772770245
486,BANSTEAD (ALL SAINTS) CHURCHYARD,826,51.32224,-0.20133
487,CLAYTON LE MOORS JOINT CEMETERY,826,53.76284748472078,-2.379569036191526
488,NETLEY MILITARY CEMETERY,826,50.86625241156601,-1.331643128168423
489,MINTY FARM CEMETERY LANGEMARK-POELKAPELLE,56,50.89139045907118,2.908922924371553
490,POZIERES MEMORIAL,250,50.03800223955889,2.724041900211446
491,ZUYDCOOTE MILITARY CEMETERY,250,51.06008933016653,2.48362979991849
492,ST POL BRITISH CEMETERY,250,50.37507156334119,2.333100210462561
493,BEERSHEBA WAR CEMETERY,376,31.24417,34.78391
494,ANNEUX BRITISH CEMETERY,250,50.15975,3.12668
495,GLOUCESTER OLD CEMETERY,826,51.85509850225901,-2.218851154509125
496,LOOS MEMORIAL,250,50.46060107100972,2.771382082935887
497,PORT SAID WAR MEMORIAL CEMETERY,818,31.27411,32.27657
498,DUISANS BRITISH CEMETERY ETRUN,250,50.31601808749391,2.673187966358526
500,AEROPLANE CEMETERY IEPER,56,50.86419,2.93088
501,DENAIN COMMUNAL CEMETERY,250,50.33284001110865,3.405360119558807
502,SALONIKA (LEMBET ROAD) MILITARY CEMETERY,300,40.65448334010138,22.9314282737037
503,SHEPPY MAGNA (ALL SAINTS) CHURCHYARD,826,52.60879891290146,-1.519887404591865
504,LUMBO BRITISH CEMETERY,508,-15.04015115906329,40.6889880578772
505,WHARTON (CHRIST CHURCH) CHURCHYARD,826,53.19459568723516,-2.506130001367296
506,AVESNES-LE-COMTE COMMUNAL CEMETERY,250,50.27906,2.52372
507,FOREST COMMUNAL CEMETERY,250,50.14354388897134,3.646457969732339
508,LE GRAND HASARD MILITARY CEMETERY MORBECQUE,250,50.7048536156255,2.517810162178023
510,CHOCQUES MILITARY CEMETERY,250,50.54469233886628,2.570499079946387
512,BULLY-GRENAY COMMUNAL CEMETERY,250,50.44724707299003,2.716975735099922
513,CITY OF PARIS (PANTIN),250,48.90552190896138,2.402438302742109
515,TROWBRIDGE CEMETERY,826,51.3292275568319,-2.198296449156644
516,BROMLEY (PLAISTOW) CEMETERY,826,51.41415863871765,0.008519545808027829
518,BRANDHOEK NEW MILITARY CEMETERY,56,50.85229827268824,2.785695388638089
519,BARLIN COMMUNAL CEMETERY EXTENSION,250,50.46546,2.61675
520,ABBEVILLE COMMUNAL CEMETERY EXTENSION,250,50.12141,1.83222
521,SWANSEA (DANYGRAIG) CEMETERY,826,51.62445415482386,-3.914736031996184
522,GREAT CROSBY (ST LUKE) CHURCHYARD,826,53.49101689455967,-3.023940882929368
523,POPERINGE OLD MILITARY CEMETERY,56,50.84885461125696,2.731114488291809
524,BRIGHTON AND PRESTON CEMETERY,826,50.83456689916356,-0.1187065042317101
525,GRIMLEY (ST BARTHOLOMEW) CHURCHYARD,826,52.2438924260492,-2.241338309647134
526,DAMASCUS COMMONWEALTH WAR CEMETERY,760,33.48519886963644,36.31591454728855
527,CAUDREY BRITISH CEMETERY,250,50.12810048559397,3.411628051800321
529,CORBIE COMMUNAL CEMETERY,250,49.91499161096698,2.5185740430924
530,POPERINGE NEW MILITARY CEMETERY,56,50.84676444948925,2.729888887061932
531,LANCASHIRE LANDING CEMETERY,792,40.05155434467622,26.1689448437173
532,LA BARAQUE BRITISH CEMETERY,250,49.92632321154544,3.248526111096823
533,WARRINGTON CEMETERY,826,53.39613328922985,-2.572469275132182
534,ROISEL COMMUNAL CEMETERY EXTENSION,250,49.9501878968524,3.099247478397993
535,COXYDE MILITARY CEMETERY,56,51.10538017940182,2.650029454347178
536,TYNE COT MILITARY CEMETERY,56,50.8651425033872,2.933671069937334
537,CAMBRAI EAST MILITARY CEMETERY,250,50.17813330560529,3.25847450264763
539,TERLINCTHUN BRITISH CEMETERY,250,50.7450866001956,1.610562079062163
540,ARKENGARTHDALE (ST MARY) CHURCHYARD,826,54.41975,-1.99731
541,LAPUGNOY MILITARY CEMETERY,250,50.51566095287722,2.530365474967212
542,VLAMERTINGHE NEW MILITARY CEMETERY,56,50.85541554893916,2.820017445595383
543,LUTON CHURCH BURIAL GROUND,826,51.87921332954319,-0.4018101836005172
544,NUNHEAD (ALL SAINTS) CEMTERY,826,51.45998139999369,-0.05188989890258711
545,AMARA WAR CEMETERY,368,31.8451,47.16144
546,GLOSSOP CEMETERY,826,53.45864904696316,-1.947780187079829
549,FAENZA COMMUNAL CEMTERY,380,44.27925607442541,11.87170904843003
550,"SARIGOL MILITARY CEMETERY, KRISTON",300,40.95247,22.85537
551,LLANSILIN (ST SILIN) CHURCHYARD,826,52.84527270209923,-3.175630980895791
552,GREVILLERS BRITISH  CEMETERY,250,50.10557447279311,2.813796522165645
553,CANADA FARM CEMETERY ELVERDINGHE,56,50.88115535238465,2.80578521013588
554,MERVILLE COMMUNAL CEMETERY,250,50.64626781696468,2.640142569130831
555,BUSIGNY COMMUNAL CEMETERY EXTENSION,250,50.03994088828168,3.46073425069244
556,WEEK ST MARY NONCOMFORMIST CEMETERY,826,50.75193267128064,-4.499957330785879
557,BAILLEUL COMMUNAL CEMETERY EXTENSION,250,50.7385,2.74343
558,AUBIGNY COMMUNAL CEMETERY EXTENSION,250,50.34827,2.58997
559,VALENCIENNES (ST. ROCH) COMMUNAL CEMETERY,250,50.39095316973495,3.529261865686422
560,BAGNEUX BRITISH CEMETERY,250,50.1343,2.31047
561,PEMBA CEMETERY,508,-12.97597539113595,40.52144108179091
562,WINSCOMBE (ST JAMES THE GREAT) CHURCHYARD,826,51.30601798264944,-2.845836492788096
563,TILSTOCK (CHRIST CHURCH) CHURCHYARD,826,52.93620843978734,-2.681769692732999
564,GELLYGAER (ST CATTWG) CEMETERY,826,51.66488346418046,-3.251560314242282
565,TARANTO TOWN CEMETERY,380,40.49111179739705,17.22256690287543
566,LILLERS COMMUNAL CEMETERY,250,50.5683883523704,2.478716313627302
568,DOIRAN MEMORIAL,300,41.16836650153657,22.76239884467481
569,GLASNEVIN (OR PROSPECT) CEMETERY,372,53.37404959284847,-6.281522975400062
570,CABARET-ROUGE BRITISH CEMETERY SOUCHEZ,250,50.38561302227565,2.745119889496182
571,BRIDGEWATER (WEMBDON ROAD) CEMETERY,826,51.12787118249963,-3.016436076157135
572,DOZINGHEM MILITARY CEMETERY,56,50.89131290433566,2.699265419594525
573,HAIFA WAR CEMETERY APPROX,376,32.82775008745352,34.98638479116494
574,BURNLEY CEMETERY,826,53.78143369351961,-2.280245942545463
575,CORFU BRITISH CEMETERY,300,39.61816900894137,19.91651525430258
576,ATH COMMUNAL CEMETERY,56,50.6285,3.7891
578,WIMEREUX COMMUNAL CEMETERY,250,50.77601380503759,1.618886793021531
579,DUNHALLOW A.D.S  CEMETERY,56,50.86470694638129,2.876362399365434
580,NETHERTON (ST ANDREW) CHURCHYARD,826,52.49057815662528,-2.092153129366606
581,CREMONA TOWN CEMETERY,380,45.14554267710824,10.0234693484134
582,HIGHGATE CEMETERY,826,51.56778735552907,-0.1480619211831901
583,NOYON NEW BRITISH CEMETERY,250,49.59010585723107,3.00373577435836
584,NOEUX-LES-MINES COMMUNAL CEMETERY,250,50.48325032759591,2.668639374475163
585,"L'AIGLE COMMUNAL CEMETERY, ORNE",250,48.77115512362504,0.6346856405868828
586,CAPE TOWN (CONSTANTIA) PUBLIC CEMETERY,710,-34.04380635698457,18.44514999552845
587,MONS COMMUNAL CEMETERY,56,50.460543297706,3.975897434338294
588,BANDON HILL CEMETERY,826,51.36558,-0.13237
589,BRANDHOEK NEW MILITARY CEMETERY NO.3,56,50.85048725326837,2.784592431079475
590,CHARLEROI COMMUNAL CEMETERY,56,50.42448943424422,4.453590342566713
591,LA FERTE-SOUS-JOUARRE MEMORIAL,250,48.96001888713472,3.139615165230908
592,KANTARA WAR MEMORIAL CEMETERY,818,30.87243146194413,32.33157964118313
593,PETTISTREE (ST PETER) CHURCHYARD,826,52.14497693917733,1.358071459903684
594,BURMINGTON (ST BARNABAS) CHURCHYARD,826,52.03954780222694,-1.617635966206692
595,PERTH CEMETERY (CHINA WALL),56,50.83738896693783,2.921892395367351
596,YPRES (MENIN GATE) MEMORIAL,56,50.85197181167359,2.890582456654656
597,DOUCHY-LES-AYETTE BRITISH CEMETERY,250,50.1746030692139,2.725438026147515
598,BLACKPOOL (CARLETON) CEMETERY,826,53.847875214403,-3.022113082951776
599,BENENDEN (ST GEORGE) CHURCHYARD,826,51.06509,0.57939
600,ROOIDAM MILITARY CEMETERY,710,-30.53333135283965,18.10000335360218
601,TOURGEVILLE MILITARY CEMETERY,250,49.32515093120816,0.06705000007519857
602,WESTLEY WATERLESS (ST MARY THE LESS) CHURCHYARD,826,52.18062675754739,0.3649866906264379
603,LEVALLOIS-PERRET COMMUNAL CEMETERY,250,48.90123604734779,2.288980441567972
604,CONTAY BRITISH CEMETERY,250,50.00359669892136,2.480274436203303
605,GIAVERA BRITISH CEMETERY ARCADE,380,45.79601709256787,12.16740105167487
606,FAZELEY (ST PAUL) CHURCHARD,826,52.61364112134765,-1.700115687183271
607,PONT-DU-HEM MILITARY CEMETERY LA GORGUE,250,50.60905458237034,2.749188427449539
608,HUNMANBY (GOD'S ACRE) CEMETERY,826,54.17403561002735,-0.3176030486974781
609,BLACKBURN CEMETERY,826,53.76672293239832,-2.47092160798286
610,ISLEWORTH CEMETERY,826,51.51691263319889,-0.3330540415048144
612,DERBY (NOTTINGHAM ROAD) CEMETERY,826,52.9225428766453,-1.447267938836605
613,GLASGOW (RIDDRIE PARK) CEMETERY,826,55.87669409091122,-4.183950360963522
614,RAMSBOTTOM CEMETERY,826,53.6377910441552,-2.325711772228997
616,ST PANCRAS CEMETERY,826,51.59623,-0.17027
617,GREENWICH CEMETERY,826,51.46633099308071,0.0480212993582967
618,MANCHESTER (SOUTHERN) CEMETERY,826,53.42902426481093,-2.259665672813183
619,GOMERSAL (ST MARY) CHURCHYARD,826,53.72942,-1.68868
621,CATANIA WAR CEMETERY,380,37.49064836260199,15.06831527643675
622,ILLINGWORTH METHODIST CHAPELYARD,826,53.75631577228174,-1.895353611210524
623,RAMSGATE AND ST LAWRENCE CEMETERY,826,51.34452128155318,1.422464620387373
624,ABERDARE CEMETERY,826,51.72607,-3.47116
625,AMBON WAR CEMETERY,360,-3.67482,128.19195
627,KANDY WAR CEMETERY,144,7.28153835541001,80.60819641251652
629,JAKARTA WAR CEMETERY,360,-6.221842537082833,106.8402576790454
630,EXETER HIGHER CEMETERY,826,50.72895,-3.5084
634,"TAIPING (KAMUNTING ROAD) CHRISTIAN CEMETERY, PERAK",458,4.85854,100.758
635,CHESTERTON (ST ANDREWS) CHURCHYARD CAMBRIDGE,826,52.21576,0.13972
636,CHISLEHURST CEMETERY,826,51.45991608428957,0.1403559739907823
638,WILLENHALL (ST GILES) CHURCHYARD,826,52.58537121247708,-2.039220219612332
639,MILLSBEEK WAR CEMETERY,528,51.72584856628763,5.95107543565354
640,MOMBASA (MBARAKI) CEMETERY,404,-4.06702692326141,39.66607615038546
641,HEVERLEE WAR CEMETERY,56,50.8481,4.70278
642,CHEDDLETON (ST EDWARD THE CONFESSOR) CHURCHYARD,826,53.06874,-2.04483
643,ALTON CEMETERY,826,51.15404,-0.97636
644,BECKENHAM CREMATORIUM AND CEMETERY,826,51.40279,-0.05444
645,BOSTON CEMETERY,826,52.98864,-0.02729
646,DONCASTER (HYDE PARK) CEMETERY,826,53.51511,-1.1316
647,EDINBURGH (PORTOBELLO) CEMETERY,826,55.94545,-3.09113
648,ELGIN NEW CEMETERY,826,57.63926,-3.29503
649,HEATON BAPTIST BURIAL GROUND,826,53.81609,-1.7882
651,ISLINGTON CEMETERY,826,51.59651,-0.16944
652,LISS (ST MARY) CHURCHYARD,826,51.04533,-0.89522
654,OMAGH (DUBLIN ROAD) CEMETERY,826,54.58846,-7.2922
655,PWLL (LIBANUS) CONGREGATIONAL CHAPELYARD,826,51.68797,-4.19645
656,RAMOAN (ST JAMES) CHURCH OF IRELAND CHURCHYARD BALLYCASTLE,826,55.19711,-6.26545
657,SKELMERSDALE (ST PAUL) CHURCH YARD,826,53.54996,-2.79202
658,ACKWORTH CEMETERY,826,53.6389,-1.3298
659,BELFAST (DUNDONALD) CEMETERY,826,54.59415,-5.82071
660,BISHOPSWOOD (ALL SAINTS) CHURCHYARD,826,51.86349,-2.58573
661,BARKING (ST MARY) CHURCHYARD,826,52.14182,1.03322
662,BOGNOR REGIS CEMETERY,826,50.79078447848212,-0.6821213820022223
663,BRADFORD (UNDERCLIFFE) CEMETERY,826,53.8041252779971,-1.738144573495262
665,ALLOWAY CHURCHYARD,826,55.42782,-4.63701
666,AIRMYN (ST DAVID) CHURCHYARD,826,53.71763,-0.90176
667,CAMBERWELL NEW CEMETERY,826,51.45488946662881,-0.04481270812348726
668,MERSEA ROAD CEMETERY COLCHESTER,826,51.8723735,0.9086413
669,COATES (ST MATTHEW'S) CHUYRCHYARD,826,51.70771940920791,-2.041063917869167
670,DISTINGTON (HOLY SPIRIT) CHURCH,826,54.59753845643348,-3.543138812912503
671,EDINBURGH (ROESBANK) CEMETERY,826,55.96767427568013,-3.184808044675567
672,EAST WEMYSS CEMETERY,826,56.16035765190619,-3.061727019970533
673,EXETER (EXWICK OR ST THOMAS) CEMETERY,826,50.72895,-3.5084
674,GLASGOW  (LAMB HILL) CEMETERY,826,55.90031879964055,-4.272331432708612
675,GLASGOW (ST PETERS) ROMAN CATHOLIC CEMETERY,826,55.84096,-4.18465
676,HAMILTON (BENT) CEMTERY,826,55.77206,-4.05306
677,HASLINGDEN (HOLDEN HALL) CEMETERY,826,53.69939055722095,-2.342233164908581
678,HOLYBOURNE (HOLY ROOD) CHURCHYARD,826,51.16545692552028,-0.9541513175341265
679,HULL NORTHERN CEMETERY,826,53.76646,-0.37321
680,HULL WESTERN CEMETERY,826,53.75165901139869,-0.3708185702648735
681,LEEDS (NEW WORTLEY) CEMETERY,826,53.79402610015996,-1.57858264889245
682,LEEDS ROMAN CATHOLIC CEMETERY,826,53.80761205128611,-1.474493930020074
683,LEEDS (LAWNS WOOD) CEMETERY,826,53.84851233469887,-1.595160787822479
684,LEAMINGTON (WHITNASH) CEMETERY,826,52.27452,-1.52762
685,LAMBETH CEMETERY,826,51.42721180100948,-0.181662377271139
686,LIVERPOOL (WEST DERBY) CEMETERY,826,53.4504893605587,-2.913664688376077
687,LITTON CEMETERY,826,53.26548780429816,-1.756949046673961
688,LINCOLN (CANWICK ROAD) NEW CEMETERY,826,53.22071559963288,-0.5227317826393674
689,WESTON SUPER MARE CEMETERY,826,51.35147722627924,-2.965902076758468
690,WEST BROMWICH CEMETERY,826,52.53785469686408,-1.988504622962424
691,WEMBDON (ST GEORGE) CHURCHYARD,826,51.1368316395727,-3.017046604807305
692,TIDWORTH MILITARY CEMETERY,826,51.2555406454164,-1.66850160622846
694,SUTTON (ST NICHOLAS AND ALL SAINTS) CHURCHYARD,826,53.42856739743773,-2.721298211734684
695,STOKE ON TRENT (HARTSHILL) CEMETERY,826,53.00668,-2.20257
696,STOKE EDITH (ST MARY) CHURCH CEMETERY,826,52.06330439560447,-2.581460357542929
697,STAINES (LONDON ROAD) CEMETERY,826,51.43787228392574,-0.4905840167630231
698,SOUTHAMPTON (SOUTH STONEHAM) CEMETERY,826,50.94160078223148,-1.365178920542551
699,SOUTH HINKSEY (ST LAURENCE) CHURCHYARD,826,51.73198049987403,-1.263377390781727
700,SOUTH HAYLING (ST MARY) CHURCHYARD,826,50.79546434876898,-0.9766193759513868
701,SHREWSBURY GENERAL CEMETERY,826,52.69630100802677,-2.759459133725488
702,SEAMER (ST MARTIN) CHURCHYARD,826,54.23622721934987,-0.4443580456864993
703,SAVENAKE FOREST (ST KATHARINE) CHURCHYARD,826,51.38257746809085,-1.63906539352125
705,RHOSLLANNERCHRUGOG CEMETERY,826,53.00740257204721,-3.055260117887471
706,RALOO NEW CEMETERY,826,54.798061,-5.856322
707,PLATT (ST MARY) CHURCHYARD,826,51.28917036524538,0.3251530252609618
708,OXFORD (HEDDINGTON) CEMETERY,826,51.76684,-1.21779
709,NORTHAMPTON (KINGSTHORPE) CEMETERY,826,52.27456,-0.90259
710,NOTTINGHAM CREMATORIUM,826,52.91015174595228,-1.140655607503277
711,NEWCASTLE-UPON-TYNE (ST NICHOLAS) CEMETERY,826,54.97941880727866,-1.644536448681385
712,MOSTON (ST JOSEPH'S) ROMAN CATHOLIC CEMETERY,826,53.51577086121009,-2.18979909973552
713,MORDEN CEMETERY,826,51.39115413666848,-0.2302337580413507
714,MOORTHORPE CEMETERY,826,53.59453438807805,-1.304370033311486
715,MIDDLEWICH CEMETERY,826,53.19508259259258,-2.452266415948358
717,PHILLIPS PARK CEMETERY,826,53.49041293982634,-2.194572560540924
718,GAZA WAR CEMETERY,376,31.50694705079681,34.50707366364831
721,ALEXANDRIA (HADRA) WAR MEMORIAL CEMETERY,818,31.20378,29.92303
722,BEIRUT CREMATION MEMORIAL,422,33.86911,35.50544
723,WINSHILL (ST MARK) CHURCH YARD,826,52.80800668591843,-1.604393885076022
724,SHERSTON MAGNA (HOLY CROSS) CHURCHYARD,826,51.57300007213347,-2.212270826914022
725,SEAHAM CEMETERY,826,54.83336918031854,-1.340754501001542
726,SCUNTHORPE (BRUMBY AND FRODINGHAM) CEMETERY,826,53.58036205741618,-0.6417957028326384
727,PLUMBSTEAD CEMETERY,826,51.4759327984031,0.1124533336519278
728,"NEWPORT CEMETERY, SHROPSHIRE",826,52.76556579021476,-2.365690042622878
729,MULLABRACK (ST JOHN) CHURCH OF IRELAND CHURCHYARD,826,54.32209187744941,-6.532532464316684
730,MEXBROUGH CEMETERY,826,53.49995072122681,-1.288677059476797
731,MARGATE CEMETERY,826,51.37408,1.37619
733,LEICESTER (GILROES) CEMETERY,826,52.65463497618565,-1.172219726457755
735,KILMUN CEMETERY,826,55.99677191004569,-4.943185637675271
736,CAIRO WAR MEMORIAL CEMETERY,818,30.01438,31.23075
737,ALEXANDRIA (CHATBY) MILITARY AND WAR MEMORIAL CEMETERY,818,31.20607,29.91599
738,INGLETON CEMETERY,826,54.14929096863121,-2.457317832865527
739,ILFORD CEMETERY,826,51.58871515954389,0.07566825782914455
741,HORNINGLOW (ST JOHN) CHURCHYARD,826,52.82370659657977,-1.642655220748196
742,FARNHAM ROYAL (ST MARY) CHURCHYARD,826,51.53526668803441,-0.6146593845395927
743,DUNDEE EASTERN NECROPOLIS,826,56.47326368820109,-2.935114837768725
744,CONGRESBURY (ST ANDREW) CHURCHYARD,826,51.36985099567945,-2.812398975843777
745,CLITHEROE CEMETERY,826,53.87782,-2.39732
