id,soldier_id,Date,company_id,cemetery_id,cwgc_id
528,4757,1919-02-09,MFP,495,358620
529,4692,1919-01-05,MFP,450,648719
530,4036,1945-06-23,43 TC COY,143,2050038
531,4756,1918-10-03,MMP ATT 215 SIEGE BTY,494,187907
532,4037,1943-10-23,18 DIV PRO COY,9,2089778
533,5031,1947-05-11,UNKNOWN,630,2441543
534,4755,1918-07-18,MFP,843,1499150
535,4044,1943-08-17,18 DIV PRO COY,9,2089780
536,4754,1918-04-11,MMP,493,644590
537,4038,1940-05-24,12 DIV PRO COY,4,2501593
538,4039,1944-12-30,UNKNOWN,172,2177250
539,4040,1940-09-27,"""E"" GROUP TRAFFIC CONTROL",173,2720890
540,4753,1918-11-07,MMP,492,591316
541,5187,1947-11-02,UNKNOWN,708,2421651
542,5162,1944-03-28,UNKNOWN,688,2358561
543,4751,1918-03-22,MMP,490,1581588
544,5210,1944-09-29,1 AIRBORNE DIV PRO,15,2644709
545,4752,1917-11-14,MMP,491,617629
546,5055,1946-04-28,UNKNOWN,636,2824492
547,4750,1917-10-23,MFP,489,447325
548,4045,1944-03-18,UNKNOWN,175,2697067
549,4043,1944-09-05,1 ARMD DIV PRO COY,63,2077704
550,4041,1946-03-25,2 INDIAN AIRBORNE DIV PRO COY,831,2178233
551,5054,1946-12-31,59 PRO COY,235,2200215
552,4046,1944-06-06,50 DIV PRO COY,837,2627511
553,4042,1943-05-20,81 TC COY,174,2703694
554,4047,1941-05-11,UNKNOWN,114,2430441
555,4048,1940-01-27,UNKNOWN,176,2716067
556,4758,1916-04-29,1 DIVISION,482,514871
557,4049,1944-07-21,53 DIV PRO COY,290,2336225
558,5251,1921-06-08,MFP,680,2740837
559,5161,1944-10-26,UNKNOWN,687,2702385
560,5061,1944-03-14,4 INDIAN DIV PRO COY,164,2409864
561,4759,1918-08-16,MFP,497,110485
562,4054,1944-04-10,813 SPECIAL PRO UNIT,21,2239510
563,4052,1945-08-15,UNKNOWN,831,2178237
564,4050,1943-06-16,1 DIV PRO COY,103,2104200
565,4053,1941-10-20,UNKNOWN,651,2735195
566,4051,1944-10-03,103 TC COY,177,2067235
567,4056,1944-04-10,UNKNOWN,76,2406800
568,4055,1942-09-27,59 DIV PRO COY,820,2929565
569,4760,1918-04-09,MMP,498,169675
570,4057,1942-10-20,201 PRO COY,31,2209055
571,4058,1942-11-14,115 PRO COY,763,2768972
572,5265,1918-11-09,MMP 4 TC SQN 3 ARMY,748,402966
573,4762,1918-11-10,MFP,120,410572
574,4059,1942-10-01,SINGAPORE FORTRESS,80,2228269
575,4761,1919-02-20,MFP,618,371396
576,4060,1945-03-17,UNKNOWN,178,2699407
577,4061,1943-05-25,203 PRO COY,179,2114553
578,5232,1920-06-10,MMP,724,405738
579,5211,1943-10-20,8 INDIAN DIV PRO COY,41,2378031
580,5319,1944-10-12,20 INDIAN DIV PRO COY,765,2579617
581,5320,1943-11-26,CMP(I).,765,2579649
582,4062,1941-12-16,UNKNOWN,180,2194038
583,5321,1946-11-01,64 (INDIAN) L OF C PRO COY,765,2579726
584,4063,1940-05-20,105 PRO COY,181,2278465
585,4064,1943-08-16,18 DIV PRO COY,9,2089874
586,4065,1941-08-19,UNKNOWN,182,2428477
587,5402,1943-05-11,6 INDIAN DIV PRO COY,196,2218257
588,4763,1916-09-03,MFP,530,139256
589,4764,1917-08-06,MMP,500,449769
590,4066,1943-03-30,7 ARMD DIV PRO COY,118,2182849
591,4067,1943-04-14,UNKNOWN,33,2085970
592,5230,1921-08-04,UNKNOWN,815,396433
593,4765,1918-11-21,MFP 1ST ARMY,501,319712
594,5259,1920-03-31,MMP,746,4027954
595,4068,1944-03-15,5 DIV PRO COY,6,2373137
596,4069,1943-07-11,18 DIV PRO COY,9,2089894
597,5182,1942-05-22,UNKNOWN,703,2710205
598,4766,1916-10-14,MMP BASE,502,624836
599,4070,1941-10-15,1 DIV PRO COY,686,2412452
600,4071,1942-08-11,113 PRO COY,16,2094415
601,5368,1944-06-29,CMP(I).,722,2188212
602,4072,1941-10-05,"""Q"" GROUP TRAFFIC CONTROL",183,2427673
603,4767,1919-06-30,MFP,172,909430
604,4073,1943-04-06,2 DIV PRO COY,775,2510993
605,686,1945-02-16,2 ARMD DIV PRO COY,184,2270182
606,4074,1944-08-22,74 TC COY,2,2326543
607,5079,1946-11-23,109 PRO COY,166,1475557
608,4077,1944-05-21,78 DIV PRO COY,833,2409984
609,4075,1944-07-21,53 DIV PRO COY,290,2336235
610,5407,1919-01-07,MPSC CAIRO,736,112775
611,4076,1945-08-04,SINGAPORE FORTRESS,45,2677360
612,4768,1919-03-12,MFP,482,518145
613,4079,1943-09-12,SINGAPORE FORTRESS,32,2650667
614,4080,1944-07-16,15 DIV PRO COY,185,2061199
615,4078,1943-12-29,UNKNOWN,147,2414581
616,4769,1917-06-09,MMP,503,379528
617,4081,1941-12-12,25 COMPANY TRAFFIC CONTROL,780,2711993
618,4082,1941-07-15,205 PRO COY,56,1155542
619,1569,1918-12-11,MFP,504,904813
620,5109,1946-12-03,UNKNOWN,645,2416790
621,4770,1918-12-10,MMP EEF,721,476433
622,4771,1918-11-30,MFP,505,2748288
623,4083,1942-04-13,UNKNOWN,187,2810158
624,4084,1945-11-14,UNKNOWN,51,2667014
625,5128,1947-07-05,UNKNOWN,661,2720215
626,4085,1944-07-05,UNKNOWN,188,2692011
627,4086,1944-12-16,185 PORTS COY,1,2255406
628,4416,1944-07-21,53 DIV PRO COY,290,2336238
1972,977,1915-05-18,UNKNOWN,607,597383
630,4087,1943-09-13,10 TC COY,189,2620801
631,4773,1918-11-04,MMP 17TH DIV,507,336296
632,5046,1947-04-25,112 PRO COY,338,2817730
633,5142,1944-06-26,UNKNOWN,670,2695735
634,5212,1944-09-14,UNKNOWN,306,2109042
635,4088,1940-05-31,UNKNOWN,190,2695147
636,4089,1944-10-31,UNKNOWN,191,2961553
637,4090,1943-06-02,UNKNOWN,192,2764077
638,4091,1944-07-21,53 DIV PRO COY,290,2336240
639,1169,1918-04-13,MMP 50TH DIV,508,68624
640,5398,1942-11-12,1 BASE PRO COY SIB,62,2394048
641,4774,1915-08-21,MMP,841,865891
642,4775,1918-06-15,MFP,803,374463
643,4092,1943-10-25,111 PRO COY,5,208404
644,4093,1944-04-28,UNKNOWN,193,2691957
645,4776,1918-08-07,HQ 32 DIVISION,477,437704
646,5019,1943-11-17,UNKNOWN,623,2654987
647,5057,1947-05-19,7 ARMD DIV PRO COY,166,1475566
648,4095,1944-06-07,245 PRO COY,839,2345269
1975,6334,1915-02-17,UNKNOWN,50,396495
650,4094,1943-07-28,SINGAPORE FORTRESS,32,2822951
651,5270,1919-12-14,UNKNOWN,57,359374
652,5424,1944-11-20,1 VPP (PORTS) COY CEYLON CMP,824,2155579
653,4096,1945-03-29,UNKNOWN,83,2064020
654,4778,1919-02-16,MFP 2ND ARMY,382,901747
655,4777,1918-04-04,MMP 1 TC SQN 1 ARMY,510,166450
656,4779,1918-12-01,MMP,482,518275
657,4097,1945-02-26,51 DIV PRO COY,108,2047505
658,4098,1946-04-18,UNKNOWN,194,2190360
659,4780,1918-10-10,MFP,811,2894643
660,4099,1943-10-14,UNKNOWN,195,2433590
661,4781,1918-08-27,MMP,470,528448
662,5420,1944-07-18,5 INDIAN DIV PRO UNIT,826,2674692
663,4100,1945-08-17,1 BASE PRO COY,196,2218265
664,4101,1943-06-16,1 DIV PRO COY,103,2104300
665,4782,1916-05-02,MMP,512,30165
666,5172,1945-07-13,UNKNOWN,696,2447861
667,4102,1943-08-09,18 DIV PRO COY,9,2089999
668,5191,1945-04-11,UNKNOWN,710,2703571
669,4103,1944-06-06,241 PRO COY,126,2337164
670,4104,1943-01-13,78 DIV PRO COY,189,2620852
671,4105,1940-06-05,UNKNOWN,482,2095429
672,4106,1945-02-26,UNKNOWN,737,2112678
673,5238,1920-07-16,MFP,730,7531445
674,4107,1943-04-17,231 PRO COY,198,2242277
675,4783,1918-09-12,MFP,513,258282
676,4108,1943-08-23,18 DIV PRO COY,9,2090017
677,4109,1943-09-15,UNKNOWN,199,2948378
678,4784,1918-07-03,MFP,476,641102
679,4110,1941-09-09,UNKNOWN,736,2274254
680,4111,1945-04-14,108 PRO COY,200,2199067
681,5252,1918-10-08,MFP,741,395899
682,4112,1945-08-22,76 TC COY,158,2356491
683,4113,1944-02-13,Hong Kong Command,148,2208178
684,4114,1945-07-10,UNKNOWN,201,991871
685,5261,1920-01-11,UNKNOWN,747,
686,4115,1940-05-26,5 DIV PRO COY,202,2253056
687,4785,1918-04-08,MFP,451,204888
688,280,1944-03-15,5 DIV PRO COY,6,2373248
689,4786,1918-11-06,MFP,515,406553
690,4116,1943-06-06,55 DIV PRO COY,813,2700501
691,4787,1917-08-27,MFP,62,510147
692,5151,1945-05-03,UNKNOWN,679,2402385
693,4117,1945-04-25,UNKNOWN,203,1716640
694,4118,1943-12-31,501 IND MOBILE PRO COY,12,2168671
695,4788,1918-03-04,MMP,516,367894
696,4119,1945-05-14,SINGAPORE FORTRESS,45,2677439
697,4120,1944-09-18,1 AIRBORNE DIV PRO,15,2644821
698,4121,1941-06-08,204 PRO COY,16,2094768
699,4789,1917-12-11,MMP 58TH DIV,579,2936190
700,4122,1942-11-04,UNKNOWN,16,2094774
701,5112,1947-05-28,UNKNOWN,646,2407596
702,4123,1945-04-02,11 ARMD DIV PRO COY,108,2047563
703,4790,1918-10-24,MFP,842,1451161
704,4124,1943-07-31,18 DIV PRO COY,777,2133826
705,5421,1943-06-13,17 INDIAN DIV PRO UNIT,826,2674724
706,4125,1943-04-11,206 PRO COY,204,2272431
707,4126,1942-05-08,10 ARMD DIV PRO COY,31,2209179
708,4791,1917-08-12,MMP,518,430386
709,4792,1918-08-25,MFP,333,20523
710,5196,1946-06-10,165 PRO COY,715,2735837
711,5045,1947-10-28,103 TC COY,235,2200316
712,4793,1919-02-14,MMP 32ND DIV,382,901807
713,5006,1944-01-18,UNKNOWN,685,2429070
714,5278,1920-03-29,MFP,263,633885
715,4794,1917-10-26,MFP ATT APM ETAPLES,422,502392
716,4127,1943-01-14,67 TC COY,205,2717593
717,4128,1940-09-13,UNKNOWN,206,2836165
718,4795,1918-09-07,MFP,502,624942
719,5299,1944-11-01,4 INDIAN DIV PRO COY,764,2106621
720,4129,1943-01-05,UNKNOWN,207,2433225
721,5032,1940-09-18,UNKNOWN,352,2691638
722,4130,1943-10-17,18 DIV PRO COY,9,2090090
723,4131,1942-11-22,226 PRO COY,208,1705621
724,4132,1942-11-29,UNKNOWN,210,2187816
725,5404,1944-04-15,UNKNOWN,209,2407349
726,4133,1942-09-22,UNKNOWN,211,2699264
727,5322,1946-08-27,CMP(I).,765,2580637
728,4134,1944-10-11,K PRO COY,777,2134036
729,4796,1918-12-11,MFP 3 TC COY 2ND ARMY,382,901853
730,5175,1947-05-25,UNKNOWN,616,2432595
731,4135,1943-03-31,114 PRO COY,834,2188583
732,4136,1943-08-17,92 L OF C (BM) PRO UNIT,194,2190422
733,4137,1943-02-15,50 TC COY,212,2456844
734,5213,1945-05-03,19 INDIAN DIV PRO COY,42,2260127
735,5116,1947-02-24,UNKNOWN,649,2401841
736,4138,1943-09-03,640 IND PRO UNIT,5,208505
737,5391,1946-05-27,26 INDIAN DIV PRO COY,777,2134297
738,5244,1919-03-27,MMP,651,387464
739,4139,1940-09-02,108 PRO COY,57,2690588
740,4140,1941-04-15,UNKNOWN,213,2763486
741,4142,1943-07-16,179 PORTS COY,797,2146703
742,4143,1942-11-05,64 COY TRAFFIC CONTROL,733,2719033
743,4141,1944-11-12,4 DIV PRO COY,64,2207027
744,4797,1918-10-14,MFP,736,112913
745,4798,1918-12-06,MFP,395,649020
746,5096,1946-07-13,90 L OF C PRO COY,7,2807423
747,5357,1943-04-26,14 INDIAN DIV PRO UNIT,768,2387099
748,5323,1946-06-21,CMP(I).,765,2581333
749,4144,1943-08-19,18 DIV PRO COY,9,2090136
750,5130,1946-08-15,UNKNOWN,662,2722668
751,4145,1940-05-15,UNKNOWN,214,4019534
752,5129,1946-01-17,UNKNOWN,797,2146715
753,5227,1920-09-27,UNKNOWN,723,395906
754,4146,1945-02-08,51 DIV PRO COY,215,2619262
755,5300,1944-12-05,4 INDIAN DIV PRO COY,764,2106693
756,4147,1940-06-12,51 DIV PRO COY,4,2502138
757,1121,1918-03-24,MFP,434,99131
758,4148,1943-09-11,UNKNOWN,57,2690590
759,4799,1917-09-18,MFP,736,112927
760,5262,1920-01-22,UNKNOWN,186,404295
761,4801,1918-10-06,MFP,843,1481418
762,4800,1918-03-13,MFP,519,470121
763,5324,1945-06-16,CMP(I).,765,2581718
764,5091,1920-04-18,MPF,382,901904
765,4802,1915-10-28,MMP,479,682916
766,4149,1940-09-18,15 DIV PRO COY,779,2452923
767,4150,1943-01-13,228 L OF C PRO UNIT,216,2601602
768,4803,1918-12-07,MMP,446,332586
769,5110,1947-11-13,UNKNOWN,166,1475607
770,4153,1939-11-22,4 PRO COY,217,2278840
771,5077,1946-10-29,246 PRO COY,166,1475601
772,5254,1920-01-25,MFP,114,386776
773,4151,1945-05-08,107 PRO COY,194,2190490
774,4160,1945-11-22,156 PRO COY,221,2717762
775,4158,1943-08-06,UNKNOWN,220,2932793
776,4806,1919-02-02,MFP,522,373894
777,5102,1947-09-04,UNKNOWN,642,2712842
778,4156,1941-08-30,11 ARMD DIV PRO COY,219,2717196
779,4804,1919-02-25,MFP,520,78888
780,5122,1947-03-23,UNKNOWN,655,2965481
781,4154,1944-12-16,185 PORTS COY,1,2255509
782,4152,1943-10-03,18 DIV PRO COY,9,2090182
783,5171,1947-11-18,UNKNOWN,695,2713572
784,4161,1944-09-26,1 AIRBORNE DIV PRO,15,2644873
785,5169,1946-10-13,UNKNOWN,414,2710289
786,4159,1944-11-07,UNKNOWN,797,2146786
787,4157,1943-09-08,231 PRO UNIT,5,208544
788,4805,1918-11-13,MFP,521,2760389
789,4155,1942-10-18,164 PRO COY,218,2699672
790,4807,1917-09-29,MFP,530,139319
791,4808,1917-10-02,MMP,524,659020
792,4162,1940-04-01,UNKNOWN,222,2689020
793,4809,1920-06-10,CMP,525,364062
794,5392,1944-04-08,31 INDIAN ARMD DIV PRO COY,526,2937348
795,5325,1947-11-04,CMP(I).,765,2582112
796,5326,1947-12-26,CMP(I).,765,2582156
797,5374,1945-07-23,CMP(I).,775,2513815
798,4163,1944-02-28,Hong Kong Command,148,2208268
799,4810,1918-10-19,MMP,526,897300
800,4164,1944-09-06,105 PRO COY,63,2077852
801,4165,1943-02-23,UNKNOWN,223,2764212
802,4811,1918-10-18,MMP,527,571803
803,4166,1940-05-20,102 PRO COY,224,2776866
804,4812,1915-08-10,MFP,479,692959
805,4167,1944-07-11,245 PRO COY,126,2337243
806,4813,1915-08-09,MMP,737,109178
807,1859,1919-04-10,MMP,300,278547
808,4168,1944-11-06,UNKNOWN,22,2645763
809,4169,1943-02-26,56 DIV PRO COY,225,2151145
810,4170,1945-09-03,SINGAPORE FORTRESS,80,2228721
811,5384,1945-01-30,19 INDIAN DIV PRO COY,33,2086631
812,5327,1943-11-08,CMP(I).,765,2583156
813,4171,1943-11-09,507 IND MOBILE PRO COY,83,2064122
814,4172,1942-11-14,115 PRO COY,763,2123095
815,4173,1942-01-27,UNKNOWN,797,2146861
816,4814,1918-12-14,MFP,798,2748506
817,5201,1944-12-04,East African Corps of Military Police,627,2111875
818,21,1940-05-29,1 DIV PRO COY,4,2772567
819,4174,1945-07-19,UNKNOWN,226,2081397
820,4175,1943-03-15,78 DIV PRO COY,189,2621060
821,4815,1918-10-11,MFP,529,21614
822,4176,1941-07-28,UNKNOWN,227,2451745
823,2833,1943-04-08,1 ARMD DIV PRO COY,118,2183011
824,5328,1944-11-01,CMP(I).,765,2583425
825,4177,1941-02-01,1 DIV PRO COY,228,2714529
826,4178,1940-08-02,102 PRO COY,229,2706586
827,5375,1944-03-10,17 INDIAN DIV PRO COY,775,2515004
828,5381,1946-07-13,CMP(I).,33,2154325
829,5285,1918-05-19,UNKNOWN,760,268984
830,4179,1940-04-16,6 L OF C PRO COY,230,2186511
831,4180,1944-12-13,181 PORTS COY,26,2076306
832,4181,1943-09-08,1 AIRBORNE DIV PRO,103,2229504
833,5422,1944-06-24,18 (WA) PRO SECTION,827,2222335
834,4994,1945-04-02,UNKNOWN,775,2515727
835,5038,1946-07-13,UNKNOWN,721,2110841
836,5131,1947-07-12,160 PRO COY,797,2146919
837,4182,1945-08-27,UNKNOWN,231,2720593
838,4183,1945-05-06,UNKNOWN,232,2430359
839,4184,1944-09-01,UNKNOWN,233,2433326
840,5329,1943-12-08,CMP(I).,765,2584522
841,4185,1945-04-20,3 DIV PRO COY,200,2199307
842,4816,1915-04-23,MFP,523,485461
843,4817,1918-10-31,MFP,843,1481510
844,1099,1919-07-20,MFP,388,400678
845,4186,1943-08-13,SINGAPORE FORTRESS,234,2353157
846,4187,1945-05-11,108 PRO COY,235,2200512
847,4188,1940-05-29,No. 6 B D,4,2772653
848,4818,1915-05-13,MMP,531,600064
849,5033,1945-02-02,UNKNOWN,68,2409166
850,5330,1944-05-20,CMP(I).,765,2584551
851,4189,1943-06-29,179 PORTS COY,236,2151561
852,4819,1918-03-28,MFP,62,510345
853,4190,1944-08-16,43 DIV PRO COY,185,2061461
854,4191,1946-02-08,MPSC,238,2216115
855,1351,1918-10-03,32 DIVISION,532,2912093
856,4192,1946-03-19,UNKNOWN,21,2239717
857,1089,1918-10-03,MMP 9 DIVISION,532,2912091
858,5154,1942-03-26,UNKNOWN,318,2428911
859,5005,1946-02-08,UNKNOWN,614,2699851
860,4820,1919-09-16,MFP,533,374723
861,4821,1918-10-25,MFP 4 ARMY,534,299488
862,4193,1942-11-26,202 PRO COY,721,2110856
863,5271,1920-01-25,MFP,818,326506
864,4194,1945-04-13,B DOG PRO COY,239,2068314
865,5419,1944-05-11,82 L OF C PRO UNIT,155,2222007
866,4822,1917-07-11,MMP 1 DIVISION,535,89971
1974,6333,1919-04-06,MPSC,326,4019669
868,4195,1940-05-31,3 DIV PRO COY,4,2772702
869,4823,1917-09-16,MFP,536,463605
870,4824,1918-11-06,MFP,537,550956
871,4825,1917-02-16,MFP 5 ARMY,181,47697
872,4196,1942-10-24,10 ARMD DIV PRO COY,16,2117166
873,4826,1919-01-29,MFP,539,4026157
874,5269,1920-09-29,MMP,753,402916
875,4827,1915-10-02,MMP,57,359467
876,4197,1945-03-30,52 DIV PRO COY,65,2056444
877,4828,1919-04-15,MMP,540,408880
878,5193,1944-05-22,UNKNOWN,712,2404018
879,5256,1920-05-02,MFP,646,412090
880,4198,1942-11-07,44 DIV PRO COY,31,2209381
881,4199,1940-05-29,48 DIV PRO COY,4,2772754
882,4200,1944-06-30,115 PRO COY,240,2048943
883,5146,1943-10-18,UNKNOWN,674,2453063
884,4201,1943-08-27,UNKNOWN,51,2667479
885,4829,1918-04-13,MFP XVTH CORPS,541,54410
886,5036,1946-06-15,195 PORTS COY,133,2115176
887,4202,1945-05-21,27 TC  COY,235,2200557
888,5189,1947-02-18,UNKNOWN,709,2949466
889,4203,1945-09-17,UNKNOWN,20,2191944
890,5004,1944-05-24,52 DIV PRO COY,613,2453262
891,4830,1917-09-05,2 TRAFFIC CONTROL COY MFP,434,99277
892,5185,1944-02-25,UNKNOWN,706,2931382
893,4231,1942-07-29,38 DIV PRO COY,251,2809837
894,4840,1916-08-17,MFP,331,395433
895,4205,1942-01-23,UNKNOWN,242,2456337
896,4206,1943-09-01,18 DIV PRO COY,9,2090495
897,4848,1919-06-08,MFP,243,667833
898,4841,1919-02-03,MMP,457,481127
899,4207,1943-11-24,177 PORTS COY,799,2460008
900,4208,1943-12-22,6 AIRBORNE DIV PRO,244,2457438
901,4209,1944-12-20,244 PRO COY,1,2255654
902,4210,1940-06-12,51 DIV PRO COY,4,2772895
903,4838,1916-02-11,MFP,544,381769
904,4211,1946-03-04,202 PRO COY,721,2110933
905,4837,1918-05-15,MFP,520,79041
906,4836,1919-05-16,MFP,539,4026382
907,5360,1944-07-08,10 INDIAN DIV PRO COY,77,2097609
908,5331,1943-12-08,CMP(I).,765,2585394
909,4835,1915-09-28,MMP,496,735646
910,5132,1945-04-07,UNKNOWN,782,2450726
911,4212,1940-06-01,151 TC COY,4,2772918
912,4834,1919-04-30,MFP,800,2746214
913,4213,1943-03-24,SOUTHERN AREA PRO COY,54,2220043
914,4214,1944-08-12,UNKNOWN,629,2170923
915,4215,1945-09-21,SINGAPORE FORTRESS,45,173165
916,4216,1943-03-08,GUARDS ARMD DIV PRO,245,2841616
917,4833,1917-12-13,MFP,263,634396
918,4832,1917-08-18,MMP,736,113171
919,5291,1941-04-07,4 INDIAN DIV PRO COY,204,75193036
920,5133,1946-02-26,UNKNOWN,819,2406884
921,4217,1942-10-07,UNKNOWN,246,2430237
922,4218,1944-04-17,UNKNOWN,26,2076499
923,2005,1945-11-19,113 PRO COY,247,2695853
924,4219,1943-09-06,18 DIV PRO COY,9,2090573
925,5190,1947-01-31,UNKNOWN,223,2764227
926,4842,1919-02-23,MMP 34TH DIV,382,330002
927,4831,1917-08-01,MFP,542,142843
928,5214,1946-05-23,UNKNOWN,172,2177497
929,4843,1919-09-21,MFP,263,634434
930,4220,1944-01-17,115 PRO COY,135,2606234
931,4844,1918-04-10,MMP,181,48001
932,4221,1943-11-22,UNKNOWN,248,2429263
933,4222,1944-04-25,UNKNOWN,249,1526065
934,5155,1944-07-14,UNKNOWN,681,2408876
935,4223,1945-10-17,UNKNOWN,721,2110952
936,4224,1940-11-11,ATT KSLI,250,2699066
937,4845,1918-10-30,MFP,546,351601
938,4846,1918-11-28,MMP 33RD DIV,527,571883
939,4225,1943-12-21,1 AIRBORNE DIV PRO,41,2375582
940,4226,1942-11-14,10 CORPS PRO COY,763,2183844
941,4204,1944-09-10,46 DIV PRO COY,241,2381673
942,4847,1918-10-30,MMP 38TH DIV,473,536656
943,4227,1942-02-15,50 DIV PRO COY,31,2209403
944,5134,1947-09-09,UNKNOWN,659,2690179
945,5147,1947-05-30,UNKNOWN,675,2453640
946,4839,1918-10-11,MFP,922,638012
947,4228,1943-12-09,UNKNOWN,196,2218287
948,5135,1941-04-19,UNKNOWN,665,2455300
949,4229,1944-11-11,57 MILITARY PROVOST DETENTION BKS MPSC,54,2220018
950,4230,1944-08-04,16 TC COY,2,2328109
951,5044,1942-01-11,SINGAPORE FORTRESS PRO COY,634,937701
952,4232,1940-08-13,4 INDIAN DIV PRO COY,736,2274301
953,4233,1944-03-02,504 IND MOBILE PRO COY,179,2114654
954,4234,1942-09-18,UNKNOWN,80,2228980
955,5138,1944-12-29,UNKNOWN,242,2456343
956,5113,1947-01-03,UNKNOWN,647,2452145
957,4235,1943-06-28,18 DIV PRO COY,9,2090525
958,4236,1945-06-15,UNKNOWN,252,2702543
960,4849,1917-08-02,MFP,333,22254
961,5376,1944-10-30,81 (INDIAN) L OF C PRO COY,775,2517447
962,4237,1945-10-20,10 INDIAN DIV PRO COY,253,2816949
963,4238,1942-11-14,115 PRO COY,763,2184282
964,4850,1919-03-06,MMP,482,519548
965,4851,1916-09-30,MMP,737,1438899
966,4852,1918-10-01,MFP,549,641960
967,4240,1943-02-01,UNKNOWN,254,2709244
968,4241,1945-08-04,163 PRO COY,72,2434719
969,4242,1943-06-26,3 TC COY,189,2621322
970,4264,1940-05-12,UNKNOWN,736,2274311
971,4853,1919-07-09,MFP,263,634481
1726,6046,1945-07-07,UNKNOWN,765,2584761
973,960,1916-07-22,MFP,810,362863
974,5385,1944-02-14,17 INDIAN DIV PRO COY,33,2087296
975,5042,1946-11-20,GDS ARMD DIV PRO,235,2200642
976,4854,1919-03-02,MFP,808,2750516
977,4265,1945-02-07,705 PRO COY,29,2340034
978,4266,1944-03-30,MPSC,148,2815791
979,4267,1942-10-25,5 DIV PRO COY,263,2169682
980,4268,1940-01-23,FIELD SECURITY POLICE,264,2459771
981,4269,1945-02-06,71 TC COY,239,2068395
982,4272,1944-12-14,101 PRO COY,64,2207153
983,4270,1944-08-10,50 DIV PRO COY,265,2339076
984,4271,1944-07-05,UNKNOWN,266,2350981
985,5396,1942-04-12,INT CORPS GSIB,136,2057719
986,4274,1943-05-01,UNKNOWN,797,2147304
987,5280,1920-01-25,MFP NO2 COY,382,330041
988,4275,1945-06-07,UNKNOWN,267,2101554
989,4273,1945-03-25,15 DIV PRO COY,65,2040411
990,4276,1943-04-06,2 DIV PRO COY,775,2517659
991,4277,1944-08-23,52 DIV PRO COY,268,2948214
992,4855,1919-01-16,MMP,550,331994
993,5332,1946-10-17,CMP(I).,765,2586197
994,4278,1942-10-19,UNKNOWN,269,2824756
995,4279,1944-07-07,UNKNOWN,270,2442054
996,5408,1917-02-02,MPSC,825,189098
997,4280,1944-06-25,UNKNOWN,754,2458453
998,5290,1920-08-10,MFP.,680,2740937
999,877,1943-11-05,18 DIV PRO COY,9,2090647
1000,4281,1943-05-03,SINGAPORE FORTRESS,777,2138427
1001,4282,1944-09-12,GUARDS ARMD DIV,272,2109866
1002,5294,1945-03-24,6 AIRBORNE DIV PRO COY,65,2040469
1003,4283,1942-08-13,113 PRO COY,16,2210600
1004,4284,1942-03-08,UNKNOWN,273,2402728
1005,4243,1945-02-09,UNKNOWN,203,1716774
1006,4244,1941-11-26,UNKNOWN,255,2205867
1007,5106,1947-05-28,UNKNOWN,643,2690676
1008,4856,1918-10-29,MFP,843,1481705
1009,4857,1918-11-08, MMP,551,671123
1010,5409,1918-12-07,MPSC,792,899504
1011,4247,1943-06-17,UNKNOWN,248,2429271
1012,4245,1945-12-10,UNKNOWN,783,2717423
1013,4246,1942-01-10,101 PRO COY,257,2350154
1014,527,1945-03-25,15 DIV PRO COY,65,2040538
1015,4859,1918-03-21,MMP 4TC SQN 3 ARMY,552,290719
1016,5215,1945-03-24,22 TC COY,163,2054497
1017,4860,1915-10-28,MFP,479,683057
1018,4248,1942-09-09,UNKNOWN,26,2076582
1019,4858,1918-05-15,MFP,520,79127
1020,4861,1919-02-24,MMP 34TH DIV,382,330095
1021,4862,1916-03-10,MFP,333,22340
1022,4863,1918-10-31,MFP,454,640804
1023,4249,1946-04-12,UNKNOWN,223,2764233
1024,5216,1945-07-12,UNKNOWN,31,2209555
1025,4250,1941-04-01,61 DIV PRO COY,984,2147371
1026,2710,1944-10-09,25 TC COY,34,2252755
1027,5301,1944-12-01,4 INDIAN DIV PRO COY,764,2629262
1028,5333,1947-02-12,CMP(I).,765,2586954
1029,5387,1944-07-26,26 INDIAN DIV PRO COY,33,2087509
1030,4251,1944-07-16,15 DIV PRO COY,258,2323486
1031,5121,1947-04-05,UNKNOWN,654,2835132
1032,4252,1942-06-12,22 ARMD BDE PRO UNIT,259,2162950
1033,5217,1945-04-30,UNKNOWN,200,2199594
1034,5382,1945-03-24,4 INDIAN CORPS PRO COY,33,2154443
1035,5302,1944-12-01,4 INDIAN DIV PRO COY,764,2629271
1036,5377,1943-04-04,79 (INDIAN) L OF C PRO COY,775,2519126
1037,5163,1941-08-10,UNKNOWN,407,2411206
1038,5035,1947-05-24,3 DIV PRO COY,133,2115221
1039,4253,1942-11-14,115 PRO COY,763,2184711
1040,4864,1917-10-11,MFP,62,631165
1041,4254,1941-09-05,UNKNOWN,794,1525921
1042,4255,1943-11-04,49 TC COY,26,2076622
1043,4256,1945-09-27,102 PRO COY,65,2040632
1044,5426,1946-05-25,East African Corps of Military Police,31,2209587
1045,5095,1946-05-13,UNKNOWN,840,2172972
1046,5367,1944-01-26,8 INDIAN DIV PRO COY,771,2215648
1047,4257,1945-07-07,MPSC,260,2081020
1048,5218,1945-07-11,B DOG COY,21,2239872
1049,5242,1920-03-21,UNKNOWN,681,410936
1050,5136,1946-07-02,UNKNOWN,666,2406271
